Nota;Fecha;Medio;Tema;Subtema;Sub-subtema;Link
Estudios avalan ampliación de Vía RecreActiva que conectará a Guadalajara y Zapopan;06/02/2022;UDGTV;Bicicleta;Vía recreactiva;Varios;https://udgtv.com/noticias/estudios-avalan-ampliacion-via-recreactiva-conectara-guadalajara-zapopan/
Usuarios festejan crecimiento de trayecto en Vía RecreActiva;31/01/2022;El Informador;Bicicleta;Vía recreactiva;Infraestructura;https://www.informador.mx/jalisco/Usuarios-festejan-crecimiento-de-trayecto-en-Via-RecreActiva-20220131-0037.html
Ciclista tapatío exhibe en video agresión de chofer de camión en López Mateos;29/01/2022;El Informador;Bicicleta;Camiones;Denuncia;https://www.informador.mx/jalisco/Seguridad-en-Jalisco-Ciclista-tapatio-exhibe-en-video-agresion-de-chofer-de-camion-en-Lopez-Mateos-20220129-0073.html
COVID: Usar la bici para distancias cortas, opción para evitar camiones llenos;28/01/2022;El Informador;Bicicleta;Bicicleta;COVID 19;https://www.informador.mx/jalisco/COVID-Recomiendan-tomar-medios-de-transporte-alternativos-contra-saturacion-en-camiones-20220128-0107.html
Pedalea' riesgo en el Periférico;28/01/2022;Mural;Bicicleta;Ciclovía;Infraestructura;https://www.mural.com.mx/pedalea-riesgo-en-el-periferico/ar2339606
Extienden cinco kilómetro la Vía Recreactiva en Guadalajara;28/01/2022;Notisistema;Bicicleta;Vía recreactiva;Infraestructura;https://www.notisistema.com/noticias/extienden-cinco-kilometro-la-via-recreactiva-en-guadalajara/
Colectivos reportan discrepancias en datos del Mapa de Siniestralidad;28/01/2022;Lider 919;Bicicleta;Siniestralidad;Mapa;https://lider919.com/colectivos-reportan-discrepancias-en-datos-del-mapa-de-siniestralidad
Encuentran riesgos en ciclovía del Periférico;28/01/2022;Notisistema;Bicicleta;Ciclovía;Siniestralidad;https://www.notisistema.com/noticias/encuentran-riesgos-en-ciclovia-del-periferico/
Poco funcional la ciclovía que se construyó en Periférico afirma experto;28/01/2022;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/poco-funcional-la-ciclovia-que-se-construyo-en-periferico-afirma-experto/
Jalisco cerró el 2021 con 15 muertes de ciclistas;27/01/2022;Milenio;Bicicleta;Siniestralidad;Mapa;https://www.milenio.com/politica/comunidad/jalisco-2015-82-personas-murieron-atropelladas-bicicleta
Piden ciclistas no se elimine ciclovía del malecón;26/01/2022;Vallarta independiente;Bicicleta;Ciclovía;Varios;https://vallartaindependiente.com/2022/01/26/piden-ciclistas-no-se-elimine-ciclovia-del-malecon/
Buscan hacer frente a la seguridad para ciclistas y peatones con Mapa de Siniestralidad;25/01/2022;El Informador;Bicicleta;Siniestralidad;Mapa;https://www.informador.mx/jalisco/Buscan-hacer-frente-a-la-seguridad-para-ciclistas-y-peatones-con-Mapa-de-Siniestralidad-20220125-0129.html
Mueren 84 ciclistas en accidentes en la ZMG en cinco años;25/01/2022;NTR Guadalajara;Bicicleta;Siniestralidad;Mapa;https://www.ntrguadalajara.com/post.php?id_nota=177409
Ciclovía de Javier Mina aún no está decidida: Pablo Lemus;21/01/2022;Trafico ZMG;Bicicleta;Ciclovía;Infraestructura;https://traficozmg.com/2022/01/ciclovia-de-javier-mina-aun-no-esta-decidida-pablo-lemus/?fbclid=IwAR3QvVRQnSmx1xhOPxwQ1SAD25-gN17vBkCpD92XCGkMvxzMSi98liSIFLk
Vecinos de Analco se quejan de las protecciones de la ciclovía;19/01/2022;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/vecinos-de-analco-se-quedan-de-las-protecciones-de-la-ciclovia/
Utilizan ciclovía de avenida México para caminar;14/01/2022;Notisistema;Bicicleta;Ciclovía;Varios;https://www.notisistema.com/noticias/utilizan-ciclovia-de-avenida-mexico-para-caminar/
Proyectan ciclovía en Javier Mina de Presa Laurel a la Calzada;13/01/2022;El Informador;Bicicleta;Ciclovía;Infraestructura;https://www.informador.mx/jalisco/Proyectan-ciclovia-en-Javier-Mina-de-Presa-Laurel-a-la-Calzada-20220113-0094.html
Denuncian abandono de ciclovía en Avenida de Los Poetas;07/01/2022;Tribuna Bahia;Bicicleta;Ciclovías;Mantenimiento;https://tribunadelabahia.com.mx/denuncian-abandono-de-ciclovia-52048
Ciclovía en Javier Mina – Juárez y Vallarta, aún no es definitiva, advierte alcalde tapatío;06/01/2022;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/ciclovia-en-javier-mina-juarez-y-vallarta-aun-no-es-definitiva-advierte-alcalde-tapatio/
Vecinos demandan atender la ciclovía en avenida Malecón, acusan está abandonada;06/01/2022;Notisistema;Bicicleta;Ciclovías;Mantenimiento;https://www.notisistema.com/noticias/vecinos-demandan-atender-la-ciclovia-en-avenida-malecon-acusan-esta-abandonada/
Guadalajara busca instalar siete nuevas ciclovías este año;05/01/2022;Notisistema;Bicicleta;Ciclovías;Infraestructura;https://www.notisistema.com/noticias/guadalajara-busca-instalar-siete-nuevas-ciclovias-este-ano/
